donation_id,supporter_id,donation_date,donation_amount,payment_channel,campaign_id
90021651,104805,2022-01-13,683,Bank Transfer,30031
90009232,110089,2025-04-07,71,Event,30007
90010539,110089,2023-12-22,58,Online,30014
90017482,110089,2022-12-11,20,Bank Transfer,30045
90027114,110089,2025-02-12,58,Event,30017
90009234,105922,2024-05-24,125,Bank Transfer,30000
90017165,105922,2025-12-02,585,Event,30044
90009237,110630,2024-07-22,187,Online,30019
90010009,110630,2024-08-23,187,Bank Transfer,30034
90014671,110630,2024-11-10,119,Bank Transfer,30027
90009239,105577,2023-04-30,1959,Bank Transfer,30012
90009241,100182,2024-04-04,457,Bank Transfer,30046
90009242,106125,2022-01-10,190,Bank Transfer,30031
90030545,106125,2025-09-18,190,Online,30003
90032225,106125,2025-06-28,358,Online,30042
90009244,109422,2023-05-11,516,Online,30012
90009245,118932,2024-07-21,1764,Event,30010
90010679,118932,2022-03-03,392,Online,30024
90009246,119240,2023-11-21,616,Online,30005
90009247,102231,2024-11-13,33,Online,30027
90010708,102231,2023-12-26,88,Bank Transfer,30008
90014672,102231,2023-10-01,22,Online,30041
90018476,102231,2024-02-26,154,Online,30016
90024434,102231,2023-08-05,77,Online,30004
90029150,102231,2025-11-21,44,Bank Transfer,30047
90009250,110934,2025-11-28,642,Online,30047
90029634,110934,2024-11-20,543,Online,30048
90009251,102630,2022-09-18,462,Online,30022
90034401,102630,2024-02-20,185,Online,30023
90009252,103596,2025-11-28,445,Online,30047
90015606,103596,2024-04-24,377,Bank Transfer,30046
90016472,103596,2022-11-20,171,Online,30032
90021295,103596,2023-10-12,137,Online,30001
90009254,100224,2023-11-18,377,Bank Transfer,30005
90012515,100224,2025-08-07,603,Online,30042
90021805,100224,2022-12-11,1055,Online,30040
90009255,105645,2024-06-24,387,Online,30000
90031596,105645,2024-05-30,208,Online,30025
90009256,118875,2025-11-24,167,Online,30044
90016200,118875,2024-12-06,279,Bank Transfer,30027
90021784,118875,2023-12-12,307,Bank Transfer,30014
90031925,118875,2025-05-02,223,Online,30007
90009259,114918,2022-10-24,229,Online,30045
90019357,114918,2022-07-04,88,Bank Transfer,30020
90026764,114918,2023-11-19,193,Online,30001
90030388,114918,2023-08-17,20,Online,30029
90009261,105975,2022-12-02,283,Online,30032
90010550,105975,2025-04-17,895,Online,30007
90012353,105975,2024-06-11,518,Online,30025
90009262,102939,2023-12-07,1675,Bank Transfer,30014
90009265,119203,2022-07-01,247,Online,30039
90011771,119203,2024-05-23,412,Online,30000
90020073,119203,2023-11-09,165,Bank Transfer,30001
90024929,119203,2022-06-05,370,Online,30006
90009267,103861,2024-02-11,982,Online,30023
90031066,103861,2022-01-05,720,Online,30031
90009269,117671,2023-11-17,232,Online,30001
90026062,117671,2023-09-21,249,Online,30004
90009270,116150,2024-04-25,624,Online,30036
90012221,116150,2022-11-26,713,Online,30032
90016777,116150,2024-03-07,535,Event,30016
90009271,113208,2024-04-14,1265,Online,30036
90009272,104916,2023-05-02,111,Bank Transfer,30012
90032104,104916,2023-08-06,89,Online,30009
90009273,109379,2023-10-10,2055,Online,30041
90009277,111269,2024-02-14,959,Online,30023
90034588,111269,2022-06-27,839,Online,30026
90009280,118091,2023-08-29,1101,Online,30015
90009281,108819,2024-03-18,22,Event,30016
90010879,108819,2025-03-15,110,Event,30043
90011490,108819,2025-08-30,66,Event,30033
90014795,108819,2025-09-29,154,Bank Transfer,30033
90020865,108819,2023-05-10,242,Online,30012
90031151,108819,2023-11-30,132,Online,30005
90009284,107246,2023-03-20,551,Bank Transfer,30030
90012887,107246,2022-08-29,1652,Online,30037
90009285,115136,2025-04-29,20,Bank Transfer,30007
90027535,115136,2022-01-22,351,Online,30031
90009286,115097,2022-12-25,433,Online,30045
90010442,115097,2025-03-11,1155,Bank Transfer,30043
90009287,117301,2022-06-21,494,Bank Transfer,30026
90016712,117301,2025-12-28,570,Online,30002
90009288,101302,2024-08-31,185,Online,30034
90016585,101302,2024-02-14,801,Bank Transfer,30023
90019186,101302,2024-08-09,493,Bank Transfer,30034
90009290,118071,2025-02-09,474,Online,30035
90028114,118071,2023-03-20,1264,Online,30030
90032253,118071,2025-06-30,395,Bank Transfer,30042
90009293,110164,2023-02-19,33,Online,30021
90011462,110164,2022-12-18,167,Online,30045
90009294,118447,2025-11-10,439,Event,30002
90013177,118447,2023-07-21,232,Online,30009
90009298,108511,2023-12-22,254,Event,30005
90033725,108511,2023-11-20,102,Event,30005
90009299,113683,2025-03-10,76,Online,30007
90010148,113683,2022-01-11,76,Bank Transfer,30031
90028977,113683,2023-09-10,306,Online,30029
90034867,113683,2024-08-28,497,Online,30034
90009300,106669,2022-02-09,335,Online,30024
90010810,106669,2024-08-30,194,Online,30010
90009301,119285,2022-07-04,581,Online,30006
90009303,116736,2025-12-05,639,Online,30002
90030025,116736,2025-02-13,1517,Online,30035
90009304,108302,2023-10-02,92,Bank Transfer,30041
90011245,108302,2024-07-08,66,Bank Transfer,30019
90033572,108302,2022-06-24,119,Bank Transfer,30039
90033827,108302,2023-06-16,198,Online,30009
90009307,113279,2022-04-01,46,Bank Transfer,30028
90014073,113279,2023-12-07,251,Event,30005
90016031,113279,2023-05-07,114,Online,30012
90031723,113279,2023-11-11,388,Bank Transfer,30049
90009311,110962,2023-12-12,731,Online,30014
90026455,110962,2024-07-18,406,Online,30019
90029690,110962,2024-06-27,325,Event,30000
90032512,110962,2025-02-03,325,Bank Transfer,30017
90009312,105998,2025-05-09,203,Bank Transfer,30007
90011408,105998,2022-08-09,372,Online,30037
90013784,105998,2024-03-07,541,Online,30038
90016568,105998,2025-09-09,169,Event,30033
90009313,114671,2023-08-09,399,Online,30004
90009314,106068,2025-08-19,43,Online,30033
90014676,106068,2024-03-27,99,Online,30036
90015580,106068,2025-08-17,36,Event,30042
90023324,106068,2024-08-05,43,Online,30034
90009316,102443,2023-12-11,766,Bank Transfer,30001
90010392,102443,2023-09-14,958,Online,30004
90011143,102443,2022-12-05,128,Bank Transfer,30040
90018872,102443,2025-09-28,511,Bank Transfer,30003
90009317,116092,2024-03-26,415,Online,30046
90009839,116092,2022-06-18,533,Bank Transfer,30026
90022821,116092,2024-07-17,651,Bank Transfer,30019
90024013,116092,2023-08-23,118,Online,30015
90009319,101191,2022-08-18,94,Bank Transfer,30037
90016584,101191,2024-08-29,375,Online,30034
90009322,118215,2023-11-22,687,Online,30049
90014678,118215,2022-12-13,1436,Online,30040
90009324,102938,2023-10-12,219,Online,30001
90012088,102938,2024-11-09,1641,Online,30027
90009325,107042,2023-12-10,311,Event,30014
90030747,107042,2024-03-16,207,Online,30016
90009326,109134,2022-03-13,84,Bank Transfer,30024
90010552,109134,2025-07-26,758,Online,30042
90023076,109134,2025-12-25,421,Online,30047
90031396,109134,2024-02-15,842,Online,30023
90009328,108188,2025-05-05,133,Online,30007
90024597,108188,2023-04-30,123,Bank Transfer,30030
90028134,108188,2023-06-21,31,Online,30009
90009329,102105,2022-11-28,75,Bank Transfer,30040
90028490,102105,2024-06-27,1350,Event,30000
90009331,114866,2024-05-31,103,Bank Transfer,30025
90024748,114866,2024-03-21,233,Online,30016
90033642,114866,2024-07-03,103,Online,30000
90034400,114866,2025-03-16,129,Online,30043
90009332,117065,2022-11-23,20,Online,30032
90014679,117065,2022-06-04,180,Bank Transfer,30006
90009333,116018,2022-10-21,80,Bank Transfer,30045
90013368,116018,2022-06-13,54,Bank Transfer,30039
90019405,116018,2022-08-18,134,Online,30037
90022823,116018,2022-06-11,268,Bank Transfer,30006
90023369,116018,2024-07-15,80,Online,30010
90030162,116018,2025-11-03,295,Event,30002
90009334,100658,2022-12-05,1509,Online,30040
90020460,100658,2025-12-29,377,Online,30011
90009335,111294,2025-10-20,109,Online,30002
90013348,111294,2025-04-02,327,Online,30007
90027682,111294,2025-02-04,436,Online,30017
90028286,111294,2022-07-13,272,Bank Transfer,30018
90032123,111294,2023-03-28,708,Online,30021
90009337,110983,2024-02-05,700,Event,30023
90009338,100629,2023-05-05,603,Online,30030
90013037,100629,2024-03-20,1131,Online,30046
90018737,100629,2024-12-10,302,Online,30027
90009339,102661,2023-12-17,245,Online,30049
90018186,102661,2022-10-26,98,Online,30045
90021994,102661,2022-03-24,491,Online,30028
90009340,108378,2022-12-04,1392,Bank Transfer,30040
90028313,108378,2024-08-29,994,Online,30034
90009342,118324,2022-07-10,269,Bank Transfer,30006
90013944,118324,2022-04-03,134,Online,30028
90027074,118324,2023-04-26,336,Online,30012
90031425,118324,2025-10-21,470,Online,30003
90032750,118324,2025-12-01,470,Online,30002
90033394,118324,2024-05-25,269,Online,30000
90033714,118324,2025-04-30,672,Online,30007
90009343,108526,2023-12-08,457,Bank Transfer,30001
90021757,108526,2022-07-11,114,Bank Transfer,30039
90022953,108526,2023-05-18,200,Online,30012
90009344,106894,2025-12-19,583,Online,30011
90020914,106894,2025-11-17,73,Online,30013
90027167,106894,2024-06-19,802,Online,30000
90009346,113203,2024-02-10,321,Bank Transfer,30023
90017724,113203,2023-02-16,412,Bank Transfer,30021
90024859,113203,2023-12-31,504,Online,30008
90034487,113203,2022-06-21,183,Online,30026
90009347,101103,2025-12-30,953,Bank Transfer,30011
90009348,113864,2023-06-26,232,Bank Transfer,30009
90020613,113864,2022-02-19,77,Online,30024
90023733,113864,2023-08-22,129,Bank Transfer,30029
90009349,109969,2025-10-24,1698,Bank Transfer,30013
90026824,109969,2023-04-28,1132,Bank Transfer,30012
90009350,101813,2025-09-19,452,Online,30003
90025708,101813,2023-09-04,151,Online,30029
90030341,101813,2025-07-28,502,Bank Transfer,30033
90033896,101813,2023-11-11,753,Bank Transfer,30014
90009354,112076,2023-06-24,1710,Online,30009
90009355,105947,2022-05-15,1107,Bank Transfer,30018
90024609,105947,2025-10-30,704,Event,30013
90009356,104062,2023-12-30,713,Bank Transfer,30014
90026999,104062,2022-06-30,324,Online,30020
90031179,104062,2023-12-11,583,Bank Transfer,30049
90009357,116861,2025-12-22,200,Online,30047
90009359,114624,2024-02-12,814,Bank Transfer,30023
90027456,114624,2022-06-15,976,Online,30026
90009361,115853,2023-03-19,457,Bank Transfer,30021
90019439,115853,2023-04-09,196,Bank Transfer,30021
90025301,115853,2022-06-16,457,Online,30018
90026616,115853,2024-11-13,718,Bank Transfer,30027
90009362,104768,2022-06-27,414,Online,30026
90017282,104768,2022-07-14,724,Online,30020
90009364,101855,2024-06-09,1227,Online,30025
90009365,108996,2022-07-15,232,Online,30020
90009367,106469,2022-12-16,245,Bank Transfer,30040
90021810,106469,2022-10-31,175,Online,30045
90034599,106469,2025-11-14,526,Bank Transfer,30013
90009369,108594,2024-03-10,462,Online,30038
90011250,108594,2022-05-30,46,Online,30020
90012743,108594,2023-09-30,115,Online,30041
90021271,108594,2023-04-13,115,Online,30021
90009371,117099,2025-08-26,264,Online,30042
90009372,114872,2024-12-23,661,Online,30048
90014682,114872,2023-12-20,413,Bank Transfer,30001
90015678,114872,2023-12-30,330,Event,30049
90020972,114872,2025-07-25,413,Online,30042
90009373,118709,2022-06-16,648,Bank Transfer,30020
90016656,118709,2023-09-09,486,Online,30004
90030407,118709,2024-02-26,324,Online,30016
90009374,115270,2023-12-08,383,Online,30049
90012729,115270,2025-11-24,268,Online,30002
90009375,106811,2022-11-05,201,Online,30032
90013414,106811,2024-02-17,403,Event,30023
90016524,106811,2022-01-07,403,Online,30031
90025626,106811,2022-06-24,403,Bank Transfer,30020
90009376,100444,2023-11-21,133,Bank Transfer,30005
90024218,100444,2024-06-05,67,Bank Transfer,30025
90009377,103489,2024-04-24,1475,Online,30046
90009378,100110,2023-02-28,101,Bank Transfer,30030
90017832,100110,2025-12-23,151,Online,30011
90034120,100110,2023-07-15,302,Online,30015
90009379,112688,2025-08-03,445,Online,30042
90034939,112688,2022-05-28,1246,Bank Transfer,30006
90009381,112228,2024-06-17,229,Online,30000
90013324,112228,2023-08-14,534,Bank Transfer,30029
90017024,112228,2022-11-28,610,Bank Transfer,30040
90030049,112228,2022-05-21,762,Event,30006
90009382,114155,2025-12-29,427,Online,30047
90014683,114155,2024-02-27,58,Online,30038
90033087,114155,2022-05-30,155,Online,30020
90009383,100275,2022-11-29,2396,Online,30032
90009384,106243,2024-02-28,593,Online,30016
90020949,106243,2023-04-18,593,Online,30030
90023316,106243,2025-02-08,890,Bank Transfer,30017
90009385,114387,2025-11-18,1989,Bank Transfer,30047
90009386,104174,2022-12-12,504,Event,30045
90009387,109503,2023-12-07,42,Online,30008
90017327,109503,2025-11-16,75,Online,30047
90025029,109503,2023-11-07,83,Online,30049
90009388,107014,2023-11-30,333,Online,30014
90029372,107014,2023-04-19,666,Online,30012
90029594,107014,2024-04-02,476,Event,30046
90009390,106845,2024-03-01,186,Event,30016
90011087,106845,2023-08-02,217,Online,30015
90016876,106845,2023-09-09,342,Online,30029
90029853,106845,2022-06-23,124,Online,30018
90009393,117801,2025-02-03,104,Bank Transfer,30017
90013181,117801,2022-09-25,208,Online,30022
90014684,117801,2024-08-23,20,Bank Transfer,30034
90028850,117801,2023-10-08,156,Online,30041
90009394,118515,2023-12-09,235,Online,30049
90027344,118515,2024-03-17,209,Online,30046
90033828,118515,2025-09-07,182,Bank Transfer,30003
90009396,101915,2025-02-22,414,Online,30017
90009399,118999,2023-11-09,1248,Online,30008
90011516,118999,2022-06-19,294,Online,30026
90009400,100099,2023-08-26,243,Bank Transfer,30004
90012389,100099,2022-07-14,973,Online,30006
90014928,100099,2024-03-15,243,Online,30016
90009402,112211,2022-08-19,258,Online,30037
90015551,112211,2023-12-30,773,Online,30005
90024849,112211,2024-03-21,258,Online,30036
90009405,107142,2025-12-28,1071,Online,30011
90033956,107142,2024-05-02,179,Online,30046
90009406,112019,2025-09-30,200,Online,30033
90009407,119058,2024-03-27,405,Online,30036
90021880,119058,2024-04-10,101,Online,30036
90009408,105640,2023-10-29,50,Online,30049
90014685,105640,2022-01-27,150,Online,30031
90009409,111416,2024-02-12,831,Online,30023
90020687,111416,2025-11-22,623,Online,30047
90009411,110422,2024-07-29,538,Bank Transfer,30019
90012089,110422,2022-09-16,348,Online,30022
90016825,110422,2025-02-20,222,Online,30017
90009412,103152,2025-08-05,1517,Bank Transfer,30033
90030131,103152,2022-03-16,1096,Online,30028
90009413,110322,2023-04-19,389,Online,30012
90012113,110322,2024-08-31,177,Bank Transfer,30034
90025781,110322,2025-02-09,389,Online,30017
90009414,105791,2024-03-27,114,Online,30046
90009687,105791,2024-03-14,114,Online,30016
90015530,105791,2024-08-15,343,Online,30034
90022510,105791,2024-08-03,419,Online,30010
90031076,105791,2024-08-16,152,Online,30010
90009415,114657,2022-03-27,287,Online,30028
90013916,114657,2022-02-26,358,Bank Transfer,30024
90014686,114657,2023-04-15,72,Online,30021
90015051,114657,2022-08-04,502,Bank Transfer,30037
90017778,114657,2022-10-01,645,Online,30022
90026691,114657,2025-04-01,215,Online,30035
90009416,106444,2022-06-22,309,Online,30018
90023811,106444,2025-12-26,309,Online,30011
90030099,106444,2023-10-24,172,Bank Transfer,30001
90009417,107269,2025-07-03,86,Online,30042
90031536,107269,2023-07-18,114,Online,30015
90009418,106432,2022-06-15,431,Online,30039
90013490,106432,2023-02-25,246,Bank Transfer,30030
90034559,106432,2024-03-20,493,Bank Transfer,30036
90009420,112224,2023-12-29,1095,Event,30005
90027347,112224,2022-03-24,1095,Online,30028
90009421,116603,2023-12-11,1080,Online,30008
90014687,116603,2025-11-14,108,Bank Transfer,30013
90009422,119327,2024-07-07,393,Online,30019
90009840,119327,2023-11-02,393,Bank Transfer,30049
90018199,119327,2024-07-08,982,Online,30019
90024991,119327,2024-04-01,393,Online,30036
90009423,100875,2024-07-15,964,Online,30019
90009558,100875,2025-11-10,1102,Bank Transfer,30044
90009424,101221,2025-02-01,174,Event,30035
90010423,101221,2023-09-30,221,Online,30041
90012295,101221,2023-12-21,142,Bank Transfer,30049
90015912,101221,2025-11-18,20,Bank Transfer,30013
90009426,107612,2025-07-20,756,Online,30042
90012311,107612,2022-03-27,151,Bank Transfer,30028
90019031,107612,2022-01-27,907,Online,30031
90009429,118109,2023-11-03,285,Bank Transfer,30049
90009431,111323,2025-12-22,242,Online,30011
90022327,111323,2025-02-03,212,Online,30017
90025451,111323,2025-03-16,303,Bank Transfer,30007
90030223,111323,2022-10-04,394,Online,30022
90009433,119977,2024-05-09,649,Online,30036
90014689,119977,2024-08-22,303,Online,30034
90029078,119977,2023-07-29,87,Bank Transfer,30009
90034024,119977,2023-10-10,433,Bank Transfer,30041
90009434,110236,2025-12-06,760,Online,30047
90010850,110236,2024-06-08,346,Online,30000
90009436,115007,2023-12-19,678,Bank Transfer,30005
90018086,115007,2024-10-27,370,Online,30027
90018645,115007,2024-03-22,925,Online,30036
90009440,102830,2022-11-30,466,Online,30040
90032217,102830,2022-03-20,1025,Bank Transfer,30028
90009441,119618,2023-11-22,87,Online,30049
90014006,119618,2023-12-29,113,Online,30008
90009442,119940,2022-06-21,38,Online,30026
90034760,119940,2024-03-29,162,Online,30046
90009444,107155,2023-07-29,600,Online,30009
90009445,118232,2023-09-11,1287,Online,30029
90020881,118232,2024-07-17,112,Online,30019
90026163,118232,2024-04-20,503,Online,30046
90034118,118232,2022-11-09,168,Online,30032
90009448,117390,2023-10-05,318,Online,30041
90012537,117390,2025-08-20,177,Bank Transfer,30003
90013876,117390,2023-11-09,212,Online,30008
90015047,117390,2024-04-11,283,Online,30046
90019969,117390,2024-09-07,247,Bank Transfer,30034
90021248,117390,2023-11-10,106,Online,30014
90009449,105099,2022-01-09,79,Online,30031
90011008,105099,2023-09-04,42,Bank Transfer,30029
90021329,105099,2023-04-25,20,Event,30012
90026566,105099,2022-09-01,42,Bank Transfer,30037
90034077,105099,2025-11-30,24,Online,30044
90009450,100520,2023-11-14,150,Online,30049
90014691,100520,2022-12-19,150,Online,30040
90030477,100520,2023-08-05,150,Online,30009
90009451,106734,2025-08-20,182,Online,30042
90020943,106734,2024-10-26,198,Bank Transfer,30027
90009452,111788,2025-10-24,1176,Online,30013
90009454,110932,2025-12-21,383,Bank Transfer,30002
90024958,110932,2022-06-14,181,Online,30020
90009456,111565,2023-11-12,963,Online,30008
90010489,111565,2025-12-17,963,Online,30002
90031491,111565,2022-12-19,88,Online,30032
90009462,108986,2025-12-25,200,Bank Transfer,30011
90009463,102530,2023-07-13,1125,Online,30009
90033518,102530,2025-03-29,409,Online,30007
90009464,106310,2023-07-01,555,Bank Transfer,30009
90033121,106310,2024-03-18,509,Event,30046
90009465,113344,2023-10-01,2227,Event,30041
90009466,115802,2025-02-19,549,Event,30017
90017002,115802,2023-02-21,549,Bank Transfer,30030
90020371,115802,2024-04-10,549,Online,30046
90009467,105833,2023-11-05,908,Event,30014
90011897,105833,2023-11-25,1188,Bank Transfer,30008
90009468,115041,2024-03-20,1178,Online,30046
90010071,115041,2023-08-27,589,Bank Transfer,30029
90011928,115041,2023-08-28,442,Online,30015
90009469,102170,2022-12-27,57,Online,30040
90009664,102170,2024-08-04,86,Online,30034
90026090,102170,2022-07-29,57,Online,30037
90009470,103973,2023-09-09,200,Online,30029
90009471,116547,2024-04-04,1457,Bank Transfer,30038
90009474,107784,2025-09-13,133,Event,30003
90023020,107784,2025-03-11,67,Bank Transfer,30035
90009475,100052,2024-05-28,160,Bank Transfer,30000
90015822,100052,2023-10-06,89,Bank Transfer,30041
90016330,100052,2025-12-22,35,Online,30011
90023131,100052,2023-11-30,71,Online,30014
90030961,100052,2023-08-18,284,Bank Transfer,30004
90031935,100052,2025-01-26,53,Bank Transfer,30035
90032403,100052,2022-12-02,20,Online,30045
90009476,112827,2022-11-16,836,Event,30032
90010069,112827,2023-07-13,186,Bank Transfer,30015
90020905,112827,2025-12-25,279,Event,30047
90026773,112827,2025-02-06,418,Bank Transfer,30043
90009477,115157,2022-01-22,1619,Bank Transfer,30031
90009478,103907,2022-03-22,1095,Online,30028
90032405,103907,2022-05-29,469,Event,30020
90009479,101225,2023-11-12,69,Online,30008
90023209,101225,2023-03-02,38,Bank Transfer,30030
90029981,101225,2024-10-31,130,Online,30027
90009481,105516,2023-11-26,708,Online,30014
90014693,105516,2025-11-22,148,Bank Transfer,30002
90009483,109271,2024-12-09,1205,Bank Transfer,30048
90009485,118646,2022-08-04,663,Online,30037
90012375,118646,2023-12-17,939,Bank Transfer,30008
90013225,118646,2023-12-04,331,Online,30008
90009486,112367,2022-11-08,47,Online,30032
90011641,112367,2022-06-22,47,Bank Transfer,30039
90023323,112367,2024-12-14,219,Bank Transfer,30027
90032154,112367,2025-05-11,47,Online,30007
90009488,100282,2024-04-07,88,Online,30046
90024673,100282,2025-03-25,88,Online,30035
90026227,100282,2024-03-17,264,Bank Transfer,30016
90009489,101876,2022-06-30,1707,Online,30018
90009490,113746,2022-05-12,838,Online,30018
90024940,113746,2023-11-11,1066,Online,30049
90028811,113746,2024-04-10,838,Online,30046
90009491,109587,2024-10-22,376,Online,30027
90027354,109587,2023-10-17,1315,Online,30001
90009492,119894,2022-06-20,200,Online,30026
90009494,119499,2024-03-12,753,Online,30016
90009874,119499,2024-06-05,406,Online,30025
90009496,116754,2023-08-18,651,Online,30029
90009497,100308,2025-05-01,368,Online,30007
90016857,100308,2025-03-23,479,Online,30007
90020397,100308,2025-02-19,258,Online,30043
90009498,115496,2023-05-20,458,Event,30012
90018579,115496,2022-09-14,321,Online,30022
90029632,115496,2024-11-20,366,Bank Transfer,30048
90009499,102339,2024-03-20,475,Online,30036
90009551,102339,2025-08-07,604,Event,30042
90023529,102339,2022-01-11,216,Online,30031
90009500,102100,2024-08-18,802,Online,30010
90027077,102100,2022-12-15,1203,Online,30032
90009502,107393,2023-03-21,481,Online,30021
90009504,111288,2024-03-11,85,Online,30016
90028204,111288,2022-06-23,30,Online,30020
90029762,111288,2024-04-30,36,Bank Transfer,30036
90034851,111288,2025-11-28,48,Online,30044
90009505,102976,2025-04-16,145,Online,30035
90018646,102976,2024-07-06,109,Online,30000
90028469,102976,2022-06-22,472,Online,30026
90009506,103950,2022-12-04,57,Online,30040
90011748,103950,2023-11-23,48,Online,30008
90022707,103950,2022-07-11,114,Online,30018
90025299,103950,2025-10-08,38,Bank Transfer,30003
90034859,103950,2024-03-14,57,Online,30016
90009507,100698,2022-06-26,584,Online,30026
90023117,100698,2024-02-12,520,Online,30023
90032108,100698,2024-03-28,779,Online,30036
90009508,112507,2023-08-31,1432,Online,30029
90009509,113791,2025-11-20,756,Online,30002
90020403,113791,2024-07-11,756,Bank Transfer,30019
90027839,113791,2025-12-31,1188,Online,30011
90009510,113953,2022-07-02,1408,Online,30006
90009511,111031,2023-07-29,338,Online,30015
90029468,111031,2024-12-13,75,Bank Transfer,30048
90009512,110995,2023-11-20,2150,Online,30001
90009513,111600,2024-11-19,2006,Bank Transfer,30048
90009516,114232,2023-08-27,1253,Online,30029
90029817,114232,2025-07-18,985,Online,30042
90009517,107938,2023-02-20,184,Bank Transfer,30021
90009884,107938,2022-11-27,138,Online,30040
90012409,107938,2023-08-05,230,Event,30004
90009518,100677,2022-02-23,228,Online,30024
90014695,100677,2022-01-04,228,Online,30031
90030220,100677,2023-07-04,195,Bank Transfer,30009
90032200,100677,2023-07-19,260,Event,30015
90033131,100677,2025-11-08,65,Online,30044
90009521,115790,2022-07-11,100,Online,30020
90011716,115790,2025-05-10,100,Online,30007
90009522,118994,2024-05-10,129,Event,30046
90018935,118994,2023-06-13,71,Bank Transfer,30009
90009523,102556,2024-02-15,291,Bank Transfer,30023
90019640,102556,2022-06-10,166,Online,30018
90026237,102556,2023-04-25,291,Bank Transfer,30012
90029104,102556,2025-12-26,250,Bank Transfer,30011
90009524,107957,2024-12-06,2188,Online,30048
90009525,112461,2025-08-12,935,Online,30033
90010916,112461,2022-01-15,504,Online,30031
90009527,106590,2024-06-11,95,Online,30025
90010302,106590,2024-04-07,253,Online,30038
90010445,106590,2024-08-02,158,Bank Transfer,30034
90014696,106590,2022-01-03,158,Online,30031
90016779,106590,2022-06-13,127,Online,30026
90018914,106590,2022-06-13,190,Bank Transfer,30020
90027127,106590,2023-11-04,222,Online,30008
90009528,108487,2023-11-26,414,Event,30005
90019493,108487,2024-06-12,621,Online,30025
90009529,109020,2024-04-05,569,Event,30036
90015555,109020,2025-02-13,526,Bank Transfer,30035
90026407,109020,2025-11-06,307,Bank Transfer,30013
90009530,102879,2025-12-26,360,Online,30011
90012361,102879,2022-07-13,120,Online,30006
90014925,102879,2022-01-12,1440,Online,30031
90009532,107133,2023-07-15,99,Online,30009
90015266,107133,2025-02-10,46,Online,30017
90026527,107133,2024-06-10,20,Event,30000
90034421,107133,2023-08-28,84,Event,30004
90009534,113524,2022-01-23,165,Online,30031
90011647,113524,2024-12-23,330,Online,30048
90012625,113524,2022-05-31,110,Online,30018
90013675,113524,2025-03-18,137,Online,30007
90019182,113524,2025-01-24,165,Event,30043
90009535,118777,2022-11-19,405,Online,30045
90015956,118777,2023-06-30,184,Bank Transfer,30009
90018038,118777,2022-07-23,368,Bank Transfer,30037
90009536,108011,2022-06-30,615,Online,30006
90009537,111225,2025-12-17,113,Bank Transfer,30002
90013128,111225,2022-03-13,302,Bank Transfer,30028
90032057,111225,2022-05-11,415,Online,30018
90033622,111225,2023-10-04,264,Online,30041
90009538,118973,2025-05-06,435,Online,30007
90032013,118973,2024-03-14,1596,Online,30046
90009540,102935,2023-03-01,369,Online,30021
90019033,102935,2023-12-11,738,Online,30008
90026011,102935,2022-06-14,430,Bank Transfer,30026
90009541,101033,2022-06-20,99,Online,30039
90020406,101033,2025-07-15,444,Event,30042
90009542,117867,2022-01-11,376,Online,30031
90009546,101700,2022-05-19,1712,Online,30018
90009549,106790,2025-07-01,149,Event,30042
90017492,106790,2025-04-13,743,Event,30007
90024706,106790,2025-03-30,408,Bank Transfer,30007
90009550,116850,2024-03-19,142,Online,30016
90011816,116850,2025-11-15,263,Online,30013
90011999,116850,2022-02-11,182,Online,30024
90021447,116850,2025-03-01,101,Online,30035
90009552,100606,2025-08-27,200,Bank Transfer,30033
90009553,109395,2023-12-07,983,Online,30014
90014699,109395,2022-06-24,430,Online,30026
90009555,117960,2024-03-22,28,Bank Transfer,30036
90028974,117960,2023-02-21,421,Online,30021
90009556,106665,2022-12-14,1341,Online,30040
90030929,106665,2023-12-27,1192,Bank Transfer,30014
90009557,100300,2025-03-07,738,Online,30007
90016404,100300,2024-02-18,316,Bank Transfer,30023
90031380,100300,2025-10-01,632,Bank Transfer,30033
90009562,111370,2023-12-26,255,Bank Transfer,30008
90024402,111370,2025-12-21,1529,Online,30047
90009563,111783,2022-06-21,1321,Online,30026
90009565,104304,2023-06-27,361,Online,30009
90018488,104304,2022-08-13,452,Bank Transfer,30037
90019386,104304,2023-12-31,406,Online,30049
90033522,104304,2022-08-27,271,Online,30037
90009566,100027,2025-11-07,1125,Online,30044
90010684,100027,2024-07-07,450,Online,30000
90025437,100027,2023-09-16,600,Online,30004
90009567,100248,2023-06-30,278,Bank Transfer,30009
90013439,100248,2025-12-29,754,Online,30011
90014700,100248,2024-12-26,357,Event,30027
90009568,105559,2022-03-21,894,Online,30028
90023730,105559,2022-11-24,1073,Bank Transfer,30032
90009569,116707,2025-12-09,200,Bank Transfer,30047
90009574,117268,2025-02-27,238,Online,30007
90025068,117268,2025-02-19,528,Bank Transfer,30017
90032204,117268,2022-10-25,185,Online,30022
90009575,109348,2022-11-08,239,Online,30045
90016974,109348,2022-02-27,205,Online,30024
90027468,109348,2022-11-13,342,Bank Transfer,30045
90009576,118592,2025-10-07,1113,Bank Transfer,30003
90017127,118592,2024-06-12,1809,Online,30025
90009577,115408,2023-05-09,771,Bank Transfer,30030
90009578,113072,2022-12-30,297,Online,30040
90014009,113072,2025-11-10,387,Event,30044
90020499,113072,2022-07-12,327,Online,30018
